cod;nombre;pct_menores_18;pct_mayores_67;pct_migrantes;indice_fecundidad;renta_bruta_persona;pct_solteros;pct_casados;pct_divorciados;pct_cuenta_propia;pct_agricultura;pct_secundario;pct_directores;pct_cualificados;pct_primaria_inferior;pct_secundaria_2a;pct_superior;tasa_paro;tasa_empleo;tasa_actividad
22215;Seira;8,59;26,71;8,72;0,64;25588,0;36,09;39,85;10,53;18,52;4,94;25,93;35,44;58,23;13,24;27,21;40,44;1,27;83,87;58,96
22217;Sena;14,1;27,21;20,9;1,44;16885,0;31,17;56,86;2,74;31,82;35,86;20,71;23,16;54,8;28,12;19,71;21,39;7,94;68,88;51,82
22220;Sesa;5,83;32,98;9,52;0,82;17230,0;32,05;48,08;5,77;37,88;34,85;7,58;30,19;58,49;21,79;21,15;23,72;6,49;71,29;49,36
22221;Sesué;19,5;11,83;6,67;1,75;23388,0;41,05;35,79;14,74;26,87;4,48;23,88;35,94;54,69;5,05;26,26;44,44;6,67;65,88;63,16
22222;Siétamo;16,1;16,76;10,67;1,66;20129,0;30,69;57,41;8,97;21,59;6,25;17,33;37,2;57,14;6,22;24,03;42,18;6,47;73,52;63,42
22223;Sopeira;8,6;27,67;8,14;0,58;18432,0;32,05;52,56;3,85;21,95;19,51;12,2;21,05;60,53;13,75;25,0;36,25;4,88;72,22;51,9
22225;Tamarite de Litera;15,46;23,35;21,29;1,04;16599,0;33,95;50,0;5,77;24,32;14,9;28,32;23,79;61,96;18,76;21,65;23,08;5,99;70,84;54,55
22226;Tardienta;16,93;25,45;16,19;1,52;16929,0;32,38;51,81;5,05;20,89;10,7;22,72;25,75;57,81;12,97;17,58;31,42;7,62;68,86;51,39
22227;Tella-Sin;6,67;34,4;15,46;1,13;19686,0;38,02;47,4;4,69;26,09;7,61;22,83;28,57;52,38;8,33;24,51;38,73;6,25;76,92;47,06
22228;Tierz;24,64;8,34;5,47;1,31;21054,0;32,18;57,61;6,59;17,34;3,83;12,84;39,01;54,61;3,93;25,98;44,26;2,67;73,69;70,05
22229;Tolva;10,31;33,85;13,85;2,21;15960,0;27,19;50,88;9,65;50,0;22,92;27,08;28,89;60,0;16,26;20,33;36,59;7,69;67,61;42,62
22230;Torla-Ordesa;10,87;25,64;5,81;1,19;19883,0;35,64;51,82;4,62;50,0;13,91;5,96;28,77;60,27;7,17;28,01;34,53;1,22;76,06;53,59
22232;Torralba de Aragón;14,31;20,59;16,67;1,17;16837,0;37,08;48,31;5,62;40,0;30,91;10,91;36,73;44,9;18,48;27,17;28,26;6,9;79,41;63,04
22233;Torre la Ribera;10,0;25,88;8,82;0,39;19843,0;43,33;45,56;4,44;38,0;22,0;16,0;15,22;82,61;16,3;27,17;31,52;0,0;79,37;55,56
22234;Torrente de Cinca;11,96;21,75;27,39;0,99;16005,0;34,23;48,38;5,08;27,06;27,53;28,24;22,69;56,46;29,74;16,87;16,78;4,76;61,11;44,59
22235;Torres de Alcanadre;7,25;36,48;9,89;0,54;20354,0;33,33;55,17;6,9;48,89;51,11;8,89;36,67;43,33;9,09;25,0;34,09;0,0;108,89;55,68
22236;Torres de Barbués;10,47;27,13;10,18;2,12;19290,0;24,6;56,45;6,45;25,0;25,0;16,94;21,24;69,91;18,33;25,1;20,32;5,3;76,69;52,59
22239;Tramaced;7,41;29,44;24,07;0,47;21960,0;34,34;54,55;2,02;30,0;40,0;16,0;26,83;63,41;16,04;26,42;26,42;3,51;78,57;54,29
22243;Valle de Bardají;3,85;24,23;17,31;1,17;18432,0;33,33;60,42;0,0;34,62;50,0;7,69;34,62;50,0;20,37;24,07;33,33;3,7;70,27;50,0
22245;Velilla de Cinca;14,49;19,26;33,79;1,31;15558,0;35,71;54,76;2,38;17,26;33,63;21,68;9,09;52,63;34,46;14,19;14,86;4,02;70,09;56,59
22246;Beranuy;5,67;48,06;5,97;0,0;18432,0;21,88;60,94;7,81;29,17;8,33;16,67;39,13;43,48;13,64;25,76;25,76;7,41;89,29;40,91
22248;Vicién;12,0;24,0;14,67;0,88;24227,0;29,51;54,1;9,84;19,18;6,85;12,33;25,76;65,15;11,02;26,77;35,43;5,26;75,79;60,32
22249;Villanova;14,04;16,14;16,37;0,5;17971,0;49,65;42,55;2,84;24,69;3,7;9,88;41,77;49,37;4,64;34,44;39,07;4,11;56,45;49,32
22250;Villanúa;14,13;16,66;11,07;0,73;22998,0;41,36;45,88;8,44;21,28;4,39;15,2;41,96;52,1;6,04;27,77;47,48;3,87;75,44;62,88
22251;Villanueva de Sigena;9,36;24,91;15,2;1,15;17679,0;38,03;49,84;3,93;39,02;33,54;19,51;25,71;57,86;19,94;22,15;27,53;1,67;82,33;56,96
22252;Yebra de Basa;13,38;27,26;6,37;1,33;21450,0;32,37;56,12;8,63;27,54;5,8;24,64;30,3;66,67;12,41;28,97;37,93;2,67;78,49;52,45
22253;Yésero;3,33;42,33;3,33;0,0;22975,0;37,29;45,76;3,39;45,45;4,55;22,73;22,73;72,73;23,73;25,42;32,2;0,0;79,31;38,98
22254;Zaidín;14,57;19,89;34,48;1,62;14796,0;36,11;52,34;3,87;31,76;40,77;21,17;16,85;65,21;29,23;22,98;13,38;4,01;59,13;47,68
22901;Valle de Hecho;9,31;27,14;7,14;1,04;18000,0;40,97;45,38;4,28;35,7;12,41;21,27;28,76;60,95;12,28;22,27;30,63;4,68;76,48;55,24
22902;Puente la Reina de Jaca;10,3;25,04;10,37;0,74;19031,0;34,75;48,73;7,63;33,6;23,2;14,4;23,08;61,54;13,52;29,92;31,15;4,62;71,26;54,17
22903;San Miguel del Cinca;14,39;25,28;12,61;0,83;18189,0;32,42;52,73;5,15;31,64;26,27;23,45;27,59;59,56;9,68;20,38;31,96;4,74;78,52;56,3
22904;Sotonera, La;8,89;30,98;7,5;0,55;21150,0;35,31;48,97;4,47;24,63;16,59;20,98;32,46;54,45;12,56;19,98;33,73;6,0;77,52;52,17
22905;Lupiñén-Ortilla;13,37;22,81;15,17;0,84;21054,0;37,04;49,83;6,4;23,46;24,07;8,02;38,31;50,0;8,68;26,05;41,48;5,81;71,05;55,84
22906;Santa María de Dulcis;9,07;31,41;11,22;1,13;15762,0;34,21;50,53;8,95;28,41;7,95;26,14;17,86;65,48;13,4;16,49;29,9;10,78;75,83;53,12
22907;Aínsa-Sobrarbe;17,22;16,94;24,67;1,13;18117,0;38,43;47,64;7,75;29,37;7,04;16,96;28,34;59,98;10,98;26,1;35,26;4,64;67,9;56,37
22908;Hoz y Costean;10,49;31,29;12,89;1,44;18528,0;28,29;54,63;4,88;31,96;21,65;7,22;39,33;53,93;10,48;27,62;39,05;5,38;66,67;44,29
22909;Vencillón;12,84;25,32;13,18;0,95;15082,0;35,53;48,71;6,88;30,17;39,11;20,11;16,57;67,46;19,06;20,99;16,57;4,3;69,8;52,39
23001;Albanchez de Mágina;8,12;30,68;3,09;0,98;12206,0;35,05;48,07;3,99;27,7;31,67;9,73;21,54;47,34;20,57;14,02;21,03;9,38;75,19;51,91
23002;Alcalá la Real;15,71;21,37;7,77;1,29;13311,0;30,47;54,0;6,59;25,65;26,16;20,43;23,18;57,87;24,57;16,96;24,6;10,22;67,05;55,1
23003;Alcaudete;14,58;21,66;5,82;1,18;12538,0;29,29;54,64;6,5;22,69;38,68;17,85;18,23;58,23;21,05;15,72;18,72;10,27;66,55;53,75
23004;Aldeaquemada;11,19;23,49;4,47;1,67;15121,0;31,76;50,37;8,68;21,05;25,26;11,58;25,56;52,78;17,96;16,5;21,36;16,02;67,6;56,48
23005;Andújar;16,23;19,06;3,39;1,18;13207,0;32,78;51,46;7,43;18,95;15,34;18,95;26,95;55,73;18,22;18,86;23,66;18,71;59,83;56,11
23006;Arjona;15,78;19,51;2,16;1,3;12598,0;30,32;57,19;4,46;19,46;35,58;15,89;18,11;50,04;20,27;15,7;19,61;10,45;69,33;58,41
23007;Arjonilla;14,58;19,78;3,23;1,34;12302,0;31,3;57,5;4,12;19,82;48,31;10,78;17,03;45,3;22,12;14,4;20,81;8,82;72,63;59,86
23008;Arquillos;16,05;19,25;2,08;1,44;10760,0;32,64;54,68;4,57;21,24;49,15;13,84;9,13;58,17;17,92;12,29;11,61;8,57;69,71;57,1
23009;Baeza;16,93;17,2;4,72;1,37;13955,0;31,59;55,5;6,16;26,49;25,57;11,97;27,86;57,34;15,8;18,86;32,2;12,22;68,44;60,71
23010;Bailén;16,22;16,36;3,38;1,14;12013,0;31,5;54,59;6,57;22,41;15,07;17,83;21,08;63,09;13,33;22,41;19,48;17,32;61,77;59,2
23011;Baños de la Encina;15,41;21,33;1,97;1,13;12311,0;29,71;54,8;6,7;22,55;24,81;18,13;17,51;63,38;18,54;16,95;17,26;13,31;67,0;56,53
23012;Beas de Segura;16,57;19,86;10,1;1,69;10661,0;32,36;53,27;5,83;33,16;41,46;11,77;18,28;50,76;23,46;16,22;19,14;10,93;66,32;56,15
23014;Begíjar;14,65;18,44;2,99;1,19;11333,0;32,11;55,27;4,98;23,61;44,81;9,76;17,58;48,55;20,46;12,8;19,46;12,42;68,32;59,24
23015;Bélmez de la Moraleda;13,56;24,4;6,3;1,07;11569,0;31,4;50,88;6,34;24,69;37,99;13,08;16,25;47,99;24,09;14,35;12,64;17,5;59,74;50,9
23016;Benatae;10,62;25,02;10,66;1,59;12510,0;35,0;46,32;8,95;30,73;34,38;19,79;16,22;56,76;18,88;22,19;15,05;9,55;65,69;51,16
23017;Cabra del Santo Cristo;14,32;21,21;2,92;0,8;11283,0;32,41;52,39;5,27;22,9;47,66;11,46;14,38;45,66;22,15;15,06;14,25;16,19;60,51;53,01
23018;Cambil;14,6;21,15;7,65;1,08;10126,0;34,84;50,44;5,84;29,89;47,9;12,12;13,68;54,83;22,06;15,35;14,4;11,91;63,4;54,07
23019;Campillo de Arenas;16,5;20,16;6,07;1,42;12332,0;32,37;53,33;4,4;26,32;32,52;13,75;18,17;47,0;17,91;16,64;18,38;11,96;64,16;54,33
23020;Canena;11,95;22,63;7,84;1,12;13761,0;34,75;51,97;5,8;31,01;40,94;12,27;24,87;51,26;20,53;16,81;31,86;8,11;78,58;60,51
23021;Carboneros;16,22;18,14;10,42;1,25;10982,0;34,52;50,3;6,71;24,78;22,71;21,4;15,74;60,65;17,33;16,95;15,43;16,85;54,7;52,3
23024;Carolina, La;16,78;18,8;3,2;1,18;13412,0;33,7;50,12;7,57;15,91;8,08;23,47;25,94;55,89;15,94;17,45;22,1;23,69;54,97;55,3
23025;Castellar;16,75;17,48;3,15;1,29;11419,0;31,92;53,04;7,26;27,07;37,09;17,76;14,67;51,84;19,91;13,48;15,32;9,58;67,63;57,66
23026;Castillo de Locubín;10,87;29,16;10,54;1,18;12274,0;27,88;54,9;6,21;28,42;37,01;14,93;16,63;53,62;32,13;13,15;17,7;9,55;64,84;46,23
23027;Cazalilla;11,62;27,98;3,03;1,11;12245,0;30,63;48,01;7,07;19,01;28,27;19,43;16,42;60,82;25,29;13,07;13,94;14,64;68,21;52,31
23028;Cazorla;14,5;21,6;4,25;0,94;13708,0;34,22;49,09;7,45;25,74;20,61;9,2;24,67;57,31;18,35;19,0;26,37;13,15;64,65;54,15
23029;Chiclana de Segura;11,23;23,84;10,82;1,04;10912,0;32,94;48,63;7,45;36,88;50,64;12,98;17,33;58,24;22,67;15,82;16,69;7,42;72,02;54,15
23030;Chilluévar;12,94;22,96;2,6;1,06;10849,0;30,04;53,3;6,09;29,76;55,12;8,66;8,94;77,4;25,59;15,49;15,32;5,18;73,61;55,97
23031;Escañuela;16,61;18,91;2,88;1,28;11223,0;30,17;58,89;3,69;17,91;39,95;15,82;15,41;63,31;17,49;15,41;20,21;11,9;65,7;57,2
23032;Espeluy;14,25;19,16;1,17;1,35;12417,0;33,85;48,27;9,23;10,88;30,13;19,67;15,52;57,76;20,53;14,31;17,14;20,98;55,8;54,68
23033;Frailes;13,11;27,53;7,94;1,44;11333,0;28,87;56,08;5,06;36,91;37,54;19,53;17,86;56,35;30,93;14,28;17,3;9,35;65,84;49,2
23034;Fuensanta de Martos;15,2;20,51;10,24;1,37;10877,0;28,16;58,23;5,2;35,23;33,2;30,41;16,78;61,13;24,79;13,09;13,89;12,34;64,49;55,26
23035;Fuerte del Rey;14,54;18,07;6,78;1,21;12378,0;30,0;52,59;8,88;21,64;31,96;17,41;18,92;56,25;19,32;15,53;21,52;10,91;69,88;61,88
23037;Génave;8,88;25,49;5,6;0,63;10842,0;37,35;49,4;5,02;32,74;39,11;15,56;16,59;57,35;22,91;18,25;18,45;10,51;63,19;50,49
23038;Guardia de Jaén, La;19,33;10,59;2,94;1,13;18110,0;35,09;53,59;7,24;19,64;7,07;14,38;40,55;49,17;8,56;23,23;38,42;12,57;64,75;64,98
23039;Guarromán;17,84;16,84;4,36;1,45;11166,0;35,33;50,57;5,58;17,62;22,07;18,35;15,79;60,57;17,2;16,19;15,34;18,72;61,69;58,42
23040;Lahiguera;12,41;24,14;1,79;0,76;11914,0;31,31;54,42;5,8;25,57;44,86;10,71;17,03;47,83;26,37;14,47;22,2;5,28;75,53;56,03
23041;Higuera de Calatrava;18,75;20,95;3,05;1,78;10204,0;27,16;59,67;6,17;30,2;42,17;11,65;12,18;52,1;23,6;16,0;13,8;7,09;73,39;57,43
23042;Hinojares;10,94;27,78;11,4;1,17;12969,0;32,67;47,0;7,67;33,08;27,13;17,05;17,07;52,85;26,81;12,3;16,09;18,75;58,21;45,57
23043;Hornos;11,73;22,53;2,5;0,89;13477,0;35,19;51,92;4,62;23,77;27,15;7,24;20,75;49,06;27,27;14,2;20,08;10,37;66,12;51,63
23044;Huelma;15,28;20,1;3,28;1,09;11239,0;31,12;55,01;5,1;27,33;39,95;10,03;21,06;46,94;20,34;15,54;21,75;13,49;63,43;54,99
23045;Huesa;16,35;17,67;5,06;1,26;9628,0;32,68;53,72;5,77;28,22;63,86;9,08;8,19;41,16;17,75;13,06;11,2;7,33;67,48;56,04
23046;Ibros;14,07;19,12;7,59;1,2;11039,0;33,67;53,7;4,64;23,22;38,78;18,92;12,78;61,48;20,05;16,35;17,65;12,83;65,58;57,81
23047;Iruela, La;12,58;18,99;3,79;0,85;12184,0;37,07;47,13;7,01;28,3;29,6;10,85;15,74;64,06;22,48;16,91;18,23;8,92;68,53;56,09
23048;Iznatoraf;12,22;25,17;4,0;1,22;10612,0;30,32;55,61;5,03;34,73;53,12;9,23;14,17;53,61;19,92;12,94;17,13;4,6;78,75;55,56
23049;Jabalquinto;13,45;19,8;2,68;1,13;11424,0;32,2;53,07;5,84;15,86;52,53;11,05;9,59;44,28;17,28;14,13;10,98;9,93;68,16;56,41
23050;Jaén;16,41;18,08;6,86;1,13;17682,0;34,56;49,79;8,35;15,26;5,17;11,0;40,36;48,04;12,47;18,77;39,78;14,34;63,66;57,98
23051;Jamilena;16,45;16,73;3,68;1,61;11901,0;31,67;54,96;5,81;20,42;35,91;19,78;17,65;49,11;18,56;14,65;14,79;11,87;64,79;58,0
23052;Jimena;14,8;22,24;4,49;1,45;11691,0;32,27;50,71;6,59;22,79;43,49;11,41;13,32;51,41;19,54;13,09;16,59;8,96;72,79;57,12
23053;Jódar;17,65;15,07;1,38;1,51;10363,0;33,32;54,55;4,63;11,23;53,47;11,92;10,03;42,0;19,35;11,96;13,28;8,49;67,79;59,51
23054;Larva;16,6;20,32;3,85;1,01;10745,0;29,19;59,73;4,59;21,78;66,83;4,02;4,19;60,73;18,32;13,09;9,42;11,87;67,48;58,24
23055;Linares;16,1;19,66;6,41;1,18;14504,0;33,01;50,06;8,54;15,43;6,54;14,87;33,89;52,2;13,65;20,04;29,54;20,86;55,72;53,54
23056;Lopera;14,63;20,09;1,89;1,28;11823,0;30,58;56,31;6,0;18,82;39,76;14,8;16,35;64,35;22,83;15,07;18,88;9,18;68,1;55,84
23057;Lupión;12,38;26,59;5,12;1,1;11046,0;32,2;51,77;6,38;21,15;39,87;12,54;10,77;56,9;21,56;14,05;17,94;11,2;69,67;52,52
23058;Mancha Real;18,67;15,31;5,51;1,39;13036,0;31,83;54,98;6,57;21,31;31,12;20,98;20,82;55,48;16,38;27,16;23,23;10,53;67,84;61,83
23059;Marmolejo;14,31;20,15;1,65;1,06;12898,0;31,09;56,23;4,87;19,1;28,62;19,07;21,45;51,83;20,36;15,44;23,84;13,03;65,49;55,99
23060;Martos;17,28;16,73;7,16;1,38;14729,0;31,02;54,61;6,87;18,39;17,91;34,64;25,87;51,85;16,79;18,21;24,6;12,43;67,19;60,75
23061;Mengíbar;19,71;13,33;6,31;1,32;12559,0;33,61;53,7;6,27;18,9;13,52;26,16;24,07;57,67;16,24;16,84;20,36;17,33;57,78;60,05
23062;Montizón;13,11;22,09;5,88;1,21;10231,0;28,97;55,74;6,73;31,97;58,86;12,94;8,28;68,25;22,37;11,78;12,61;5,59;77,31;59,23
23063;Navas de San Juan;16,47;18,78;1,76;1,49;10954,0;30,57;53,43;6,51;23,23;55,74;12,96;10,61;46,58;17,11;12,45;14,88;6,33;78,02;62,74
23064;Noalejo;11,01;23,64;3,42;0,84;11037,0;32,48;53,49;2,87;40,75;45,22;13,66;14,04;59,06;22,28;12,72;14,3;8,5;75,62;57,27
23065;Orcera;13,21;19,94;6,25;1,12;13114,0;36,49;47,55;4,77;22,46;31,27;12,97;20,46;48,55;17,46;18,24;22,96;12,64;62,75;54,24
23066;Peal de Becerro;15,74;19,38;6,67;1,31;12129,0;29,93;56,09;5,52;26,02;38,75;11,21;18,74;57,51;17,03;17,35;20,17;9,74;68,68;57,81
23067;Pegalajar;15,72;20,64;2,33;1,55;11813,0;31,56;54,33;5,07;23,63;30,46;17,7;18,63;54,94;20,6;15,46;18,58;10,31;71,02;58,28
23069;Porcuna;12,98;22,39;5,39;1,29;12221,0;30,69;55,57;4,45;26,16;41,61;10,65;20,36;55,27;21,54;15,62;22,53;6,62;77,06;60,62
23070;Pozo Alcón;15,47;21,91;8,62;1,35;11101,0;33,8;49,99;6,15;33,85;30,07;16,06;18,47;54,88;25,96;15,07;15,99;15,77;55,41;47,62
23071;Puente de Génave;18,43;18,0;10,09;1,44;11673,0;30,91;51,9;7,95;28,51;36,93;10,68;21,69;49,2;23,34;17,87;21,33;9,96;67,7;58,4
23072;Puerta de Segura, La;14,2;21,53;7,66;1,15;12098,0;32,45;50,47;6,94;26,36;35,1;9,87;18,28;54,62;25,3;17,78;18,94;10,11;70,81;57,61
23073;Quesada;13,41;21,66;5,65;1,07;11817,0;31,66;53,08;5,82;26,04;42,6;13,49;14,91;51,74;19,1;15,26;16,31;10,89;65,51;53,29
23074;Rus;14,06;19,63;3,39;1,11;11524,0;32,12;54,49;5,63;27,67;27,9;15,82;19,83;59,63;16,29;15,79;20,46;12,56;66,42;57,39
23075;Sabiote;15,5;20,43;1,76;1,11;11054,0;32,03;53,72;5,1;32,7;33,5;16,58;17,95;63,42;21,61;13,78;19,92;11,3;71,83;60,9
23076;Santa Elena;11,04;22,62;3,94;1,1;13433,0;32,23;50,64;9,21;22,56;21,04;16,16;13,21;58,49;17,85;15,95;14,43;20,3;58,55;51,53
23077;Santiago de Calatrava;10,34;24,76;9,6;0,72;12911,0;30,2;53,19;6,54;21,93;45,18;13,29;19,78;47,48;22,9;14,19;20,16;8,41;66,97;52,62
23079;Santisteban del Puerto;16,81;17,34;6,27;1,38;10825,0;31,12;55,17;6,06;25,25;48,98;10,36;13,86;58,43;17,37;14,06;16,32;7,53;74,54;62,58
23080;Santo Tomé;15,16;21,15;6,21;1,2;11226,0;31,38;51,69;6,6;22,94;48,97;7,93;11,62;52,73;24,21;15,66;13,86;7,8;70,38;56,31
23081;Segura de la Sierra;14,33;20,08;6,09;0,96;12961,0;36,66;47,04;5,85;26,92;22,75;9,42;23,08;49,69;21,74;15,57;24,9;12,24;61,21;53,3
23082;Siles;13,86;23,42;3,3;1,04;12639,0;34,39;50,08;5,36;29,32;29,94;10,31;23,72;51,02;21,94;18,32;23,43;11,25;64,99;51,64
23084;Sorihuela del Guadalimar;13,44;21,1;6,7;1,37;10525,0;37,44;44,51;7,85;18,99;47,11;8,78;13,11;55,58;24,78;11,51;13,6;12,94;68,94;56,35
23085;Torreblascopedro;11,9;22,77;2,01;1,05;10713,0;33,79;51,36;5,56;20,22;49,44;8,6;11,99;54,97;16,46;15,22;13,98;13,28;64,0;53,36
23086;Torredelcampo;16,56;16,55;4,28;1,2;13349,0;31,61;55,45;5,71;22,77;24,22;16,65;25,27;52,98;17,61;16,45;25,03;11,98;67,58;61,1
23087;Torredonjimeno;15,85;19,54;2,86;1,05;13896,0;30,55;55,91;5,63;20,51;19,54;18,83;28,31;52,01;15,28;17,1;25,67;13,43;67,03;58,53
23088;Torreperogil;15,0;20,14;2,89;1,17;11632,0;31,21;53,46;5,91;24,59;30,28;17,71;20,39;63,27;18,59;18,61;20,6;14,82;64,93;57,7
23090;Torres;13,03;25,13;6,81;1,36;11014,0;28,11;54,45;5,08;35,25;53,54;11,4;12,88;54,43;28,52;12,45;16,24;6,3;81,09;59,7
23091;Torres de Albánchez;12,66;18,68;5,13;1,75;11160,0;36,81;49,39;5,67;30,18;42,77;12,05;13,97;54,29;24,25;17,07;17,66;10,18;67,98;57,85
23092;Úbeda;16,14;18,46;5,16;1,14;15416,0;33,15;51,58;7,81;21,6;14,11;10,98;33,31;54,71;12,78;19,58;33,82;15,02;63,9;57,93
23093;Valdepeñas de Jaén;13,01;22,47;4,01;1,01;10837,0;31,04;54,91;5,18;29,83;49,68;9,37;16,55;51,85;23,39;12,37;16,62;7,81;70,04;54,16
23094;Vilches;13,55;20,57;3,74;0,86;12940,0;29,31;55,89;5,41;25,2;23,09;24,65;17,25;57,44;18,63;14,86;19,03;13,09;65,39;56,28
23095;Villacarrillo;16,12;18,01;6,7;1,22;11977,0;32,97;52,92;5,64;26,06;44,99;7,93;19,21;54,16;19,1;16,45;22,61;8,36;70,53;59,6
23096;Villanueva de la Reina;14,72;18,46;5,76;1,42;12732,0;32,58;51,92;6,45;15,97;30,51;17,87;19,06;51,95;18,76;15,91;19,03;13,05;64,97;57,19
23097;Villanueva del Arzobispo;16,83;17,92;9,66;1,52;11050,0;32,52;53,1;6,2;28,25;46,96;11,74;16,26;53,31;22,36;14,29;17,98;8,69;69,07;58,32
23098;Villardompardo;9,84;25,91;2,91;1,22;12952,0;32,11;54,74;3,44;26,05;38,68;18,16;17,77;54,82;14,87;19,56;20,14;7,76;76,02;54,65
23099;Villares, Los;17,74;16,49;2,97;1,27;12774,0;29,69;56,74;6,6;24,94;32,96;13,15;21,0;50,97;16,64;16,78;23,55;8,76;70,15;61,32
23101;Villarrodrigo;8,92;29,73;8,33;0,78;11522,0;42,86;40,34;4,48;29,33;45,95;10,14;14,29;49,29;32,16;14,32;15,68;14,61;67,86;48,77
23901;Cárcheles;13,04;22,09;6,66;1,1;13641,0;30,96;55,6;5,52;25,77;28,62;20,0;17,63;56,22;16,71;15,32;21,21;11,08;70,1;57,66
23902;Bedmar y Garcíez;14,4;20,66;3,16;1,26;11291,0;33,36;51,8;4,94;15,5;49,28;12,79;12,57;43,05;17,4;13,04;15,7;9,58;68,74;56,35
23903;Villatorres;16,72;18,31;4,7;1,23;12161,0;32,75;53,83;5,53;17,68;40,22;13,7;15,08;52,91;16,63;15,73;16,46;9,12;68,51;58,51
23904;Santiago-Pontones;11,01;25,31;4,31;1,25;12526,0;39,59;47,8;3,52;27,39;30,82;8,19;22,69;55,64;31,25;12,34;18,79;16,46;57,87;46,46
23905;Arroyo del Ojanco;14,99;20,1;8,62;1,29;11310,0;31,89;52,81;6,31;27,43;47,28;10,97;14,19;57,32;20,87;16,82;17,03;8,7;66,23;54,99
24001;Acebedo;4,72;38,76;3,93;0,29;16072,0;40,0;45,14;5,14;34,33;16,42;17,91;22,22;65,08;24,31;22,1;25,41;4,17;72,63;40,22
24002;Algadefe;11,56;26,03;22,86;1,49;19293,0;33,6;47,6;5,2;41,59;52,21;12,39;10,28;67,29;24,81;20,0;16,67;8,0;58,67;46,99
24003;Alija del Infantado;4,13;44,96;5,43;0,12;15889,0;33,15;41,81;7,16;32,97;15,93;21,43;17,14;72,57;32,25;14,67;17,93;14,22;72,28;41,06
24004;Almanza;10,69;29,66;13,4;1,02;15767,0;40,15;44,13;5,87;29,88;13,28;23,24;24,45;65,5;25,18;22,06;21,51;8,76;75,53;50,55
24005;Antigua, La;3,91;48,63;2,48;0,47;17138,0;37,42;42,9;4,19;40,18;28,57;16,96;24,76;65,71;31,33;11,08;18,35;11,2;75,0;39,81
24006;Ardón;9,11;31,83;8,47;1,12;18051,0;33,67;46,86;7,3;18,22;6,07;21,03;21,63;64,42;19,41;18,42;23,76;11,81;71,09;47,02
24007;Arganza;9,02;30,53;10,56;0,55;15480,0;36,16;44,37;7,65;26,77;11,46;32,81;23,89;63,56;25,1;19,23;23,9;16,77;54,55;41,78
24008;Astorga;12,93;26,99;9,42;1,04;16714,0;33,6;47,5;8,25;20,2;1,55;20,56;29,44;58,62;16,58;21,83;28,27;13,03;63,2;49,22
24009;Balboa;7,46;45,07;4,1;0,88;16278,0;38,46;43,72;2,83;39,71;17,65;26,47;19,4;70,15;37,35;18,07;13,25;16,67;63,03;36,14
24010;Bañeza, La;14,91;22,1;15,84;1,18;14938,0;35,24;47,84;7,43;21,67;2,92;25,74;23,46;62,92;17,08;23,06;22,56;12,59;61,85;52,36
24011;Barjas;3,29;48,71;1,43;0,7;16472,0;35,66;44,76;5,59;21,28;6,38;21,28;18,6;72,09;33,33;18,06;10,42;16,33;65,08;34,03
24012;Barrios de Luna, Los;5,47;31,8;4,33;0,0;22707,0;32,26;50,54;7,53;21,01;9,24;21,01;17,95;75,21;11,43;26,43;33,93;6,15;66,3;46,59
24014;Bembibre;11,02;25,87;13,1;0,95;16355,0;32,9;47,89;7,58;17,82;3,22;22,46;23,31;65,09;21,71;19,82;20,19;13,15;51,87;40,27
24015;Benavides;8,49;33,12;4,79;0,82;16627,0;32,71;50,56;4,26;23,55;4,6;23,0;23,98;61,54;21,04;19,81;22,32;9,52;68,67;46,45
24016;Benuza;4,88;37,54;5,71;1,2;18202,0;34,77;43,17;9,83;18,99;4,43;53,16;19,61;70,59;32,64;16,44;12,5;14,36;62,75;42,0
24017;Bercianos del Páramo;4,4;43,04;2,53;0,76;16079,0;30,86;50,3;3,61;48,68;32,8;14,29;15,62;70,62;33,27;17,23;15,64;11,42;76,68;43,45
24018;Bercianos del Real Camino;6,82;41,23;5,03;0,64;15179,0;29,07;50,58;7,56;50,0;36,84;21,05;5,8;86,96;27,59;13,22;17,24;8,43;87,36;47,7
24019;Berlanga del Bierzo;3,99;38,84;2,57;0,83;19822,0;32,03;44,12;9,15;18,18;3,67;21,1;25,49;54,9;24,04;20,19;22,76;15,08;64,07;40,65
24020;Boca de Huérgano;3,46;32,88;2,93;0,25;19333,0;40,39;43,31;5,84;32,2;10,29;26,47;30,35;59,2;12,44;22,73;29,19;6,67;77,47;50,72
24021;Boñar;8,06;32,02;6,48;0,62;16219,0;37,48;41,91;7,75;27,75;7,99;22,62;21,37;68,33;18,43;22,2;21,41;12,05;65,77;45,66
24022;Borrenes;3,56;40,54;4,7;0,45;15811,0;34,36;44,33;9,28;23,58;1,89;26,42;15,53;71,84;29,83;17,63;18,31;16,26;66,03;41,69
24023;Brazuelo;10,89;29,7;12,54;1,67;16046,0;38,31;40,61;10,34;25,24;5,83;17,48;12,37;70,1;20,34;18,98;17,29;16,24;57,31;39,8
24024;Burgo Ranero, El;7,71;35,07;5,59;0,89;15683,0;38,92;40,19;7,81;39,42;24,45;21,17;16,94;69,76;24,77;16,2;20,56;9,48;71,95;48,04
24025;Burón;4,96;36,17;1,77;0,8;19253,0;40,36;41,82;7,27;30,47;16,41;26,56;16,39;78,69;13,41;28,99;27,17;5,07;83,44;50,0
